Description;Standard;GUID;Revision;Description3;Revision6;Code;ShortDescription;Description7;Position
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8472/1_hl2;8472/1 Muzinöses Zystadenom mit Borderline-Malignität [C56.9];8472/1 Muzinöses Zystadenom mit Borderline-Malignität [C56.9];875
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8472/1_n1F;8472/1 Pseudomuzinöses papilläres Zystadenom mit Borderline-Malignität [C56.9];8472/1 Pseudomuzinöses papilläres Zystadenom mit Borderline-Malignität [C56.9];876
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8472/1_T2T;8472/1 Muzinöses papilläres Zystadenom mit Borderline-Malignität [C56.9];8472/1 Muzinöses papilläres Zystadenom mit Borderline-Malignität [C56.9];874
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8472/1_Y2y;8472/1 Muzinöser Borderline-Tumor [C56.9];8472/1 Muzinöser Borderline-Tumor [C56.9];871
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8474/0_8JM;8474/0 Seromuzinöses Zystadenom;8474/0 Seromuzinöses Zystadenom;878
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8474/1_9V+;8474/1 Seromuzinöser Borderline-Tumor;8474/1 Seromuzinöser Borderline-Tumor;879
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8474/1_mhU;8474/1 Atypisch proliferierender seromuzinöser Tumor;8474/1 Atypisch proliferierender seromuzinöser Tumor;880
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8474/3_RxA;8474/3 Seromuzinöses Karzinom [C56.9];8474/3 Seromuzinöses Karzinom [C56.9];881
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8480/0_BJR;8480/0 Adenom der Schleimdrüse;8480/0 Adenom der Schleimdrüse;883
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8480/0_E6I;8480/0 Muzinöses Adenom;8480/0 Muzinöses Adenom;882
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8480/1_sko;8480/1 Niedriggradige muzinöse Neoplasie der Appendix [C18.1];8480/1 Niedriggradige muzinöse Neoplasie der Appendix [C18.1];884
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8480/3_+Jk;8480/3 Gallertkarzinom;8480/3 Gallertkarzinom;888
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8480/3_1UQ;8480/3 Mukoides Karzinom;8480/3 Mukoides Karzinom;892
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8480/3_3dg;8480/3 Gallertadenokarzinom;8480/3 Gallertadenokarzinom;887
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8480/3_AG3;8480/3 Kolloidales Adenokarzinom;8480/3 Kolloidales Adenokarzinom;889
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8480/3_g61;8480/3 Muzinöses tubuläres und spindelzelliges Karzinom [C64.9];8480/3 Muzinöses tubuläres und spindelzelliges Karzinom [C64.9];896
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8480/3_gg0;8480/3 Pseudomyxoma peritonei mit unbekanntem Primärtumor [C80.9];8480/3 Pseudomyxoma peritonei mit unbekanntem Primärtumor [C80.9];897
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8480/3_h1n;8480/3 Muköses Adenokarzinom;8480/3 Muköses Adenokarzinom;893
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8480/3_h4y;8480/3 Muköses Karzinom;8480/3 Muköses Karzinom;894
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8480/3_i6d;8480/3 Muzinöses Karzinom;8480/3 Muzinöses Karzinom;895
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8480/3_M+k;8480/3 Carcinoma gelatinosum;8480/3 Carcinoma gelatinosum;886
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8480/3_pHu;8480/3 Kolloidkarzinom;8480/3 Kolloidkarzinom;890
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8480/3_T4Z;8480/3 Muzinöses Adenokarzinom;8480/3 Muzinöses Adenokarzinom;885
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8480/3_Ym5;8480/3 Mukoides Adenokarzinom;8480/3 Mukoides Adenokarzinom;891
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8480/6_ehk;8480/6 Pseudomyxoma peritonei;8480/6 Pseudomyxoma peritonei;898
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8481/3_019;8481/3 Schleimbildendes Adenokarzinom;8481/3 Schleimbildendes Adenokarzinom;899
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8481/3_5Pw;8481/3 Schleimsezernierendes Adenokarzinom;8481/3 Schleimsezernierendes Adenokarzinom;901
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8481/3_Vx+;8481/3 Schleimbildendes Karzinom;8481/3 Schleimbildendes Karzinom;900
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8481/3_WrM;8481/3 Schleimsezernierendes Karzinom;8481/3 Schleimsezernierendes Karzinom;902
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8482/3_wkt;8482/3 Muzinöses Adenokarzinom vom gastrischen Typ;8482/3 Muzinöses Adenokarzinom vom gastrischen Typ;903
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8482/3_Y+/;8482/3 Endozervikales muzinöses Adenokarzinom [C53.-];8482/3 Endozervikales muzinöses Adenokarzinom [C53.-];904
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8490/3_D7V;8490/3 Siegelringzellkarzinom;8490/3 Siegelringzellkarzinom;905
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8490/3_gpc;8490/3 Muzinöses Karzinom vom Siegelringzell-Typ;8490/3 Muzinöses Karzinom vom Siegelringzell-Typ;907
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8490/3_KM1;8490/3 Siegelringzelladenokarzinom;8490/3 Siegelringzelladenokarzinom;909
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8490/3_Oc3;8490/3 Siegelringzell-histiozytäres Karzinom;8490/3 Siegelringzell-histiozytäres Karzinom;908
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8490/3_rq9;8490/3 Wenig kohäsives Karzinom;8490/3 Wenig kohäsives Karzinom;910
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8490/3_RVn;8490/3 Azinäres Adenokarzinom, Siegelring-ähnliche Variante;8490/3 Azinäres Adenokarzinom, Siegelring-ähnliche Variante;906
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8490/6_2sA;8490/6 Krukenberg-Tumor;8490/6 Krukenberg-Tumor;912
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8490/6_Vbl;8490/6 Metastase eines Siegelringzellkarzinomes;8490/6 Metastase eines Siegelringzellkarzinomes;911
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8500/2_DpL;8500/2 Nichtinfiltrierendes intraduktales Karzinom o.n.A.;8500/2 Nichtinfiltrierendes intraduktales Karzinom o.n.A.;913
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8500/2_fLr;8500/2 Nichtinvasives intraduktales Adenokarzinom o.n.A.;8500/2 Nichtinvasives intraduktales Adenokarzinom o.n.A.;919
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8500/2_ich;8500/2 Duktales Carcinoma in situ o.n.A. [C50.-], DCIS o.n.A. [C50.-];8500/2 Duktales Carcinoma in situ o.n.A. [C50.-], DCIS o.n.A. [C50.-];914
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8500/2_qGp;8500/2 Intraduktales Karzinom o.n.A.;8500/2 Intraduktales Karzinom o.n.A.;918
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8500/2_xIv;8500/2 Duktales Carcinoma in situ o.n.A. [C50.-], Duktale intraepitheliale Neoplasie 3 [C50.-];8500/2 Duktales Carcinoma in situ o.n.A. [C50.-], Duktale intraepitheliale Neoplasie 3 [C50.-];916
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8500/2_y6p;8500/2 Duktales Carcinoma in situ o.n.A. [C50.-], DIN 3 [C50.-];8500/2 Duktales Carcinoma in situ o.n.A. [C50.-], DIN 3 [C50.-];915
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8500/2_yLQ;8500/2 Intraduktal zystisch-hypersekretorisches Karzinom [C50.-];8500/2 Intraduktal zystisch-hypersekretorisches Karzinom [C50.-];917
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8500/3_0Dr;8500/3 Invasives duktales Adenokarzinom [C50.-];8500/3 Invasives duktales Adenokarzinom [C50.-];927
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8500/3_5LB;8500/3 Duktales Karzinom o.n.A.;8500/3 Duktales Karzinom o.n.A.;925
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8500/3_6X9;8500/3 Karzinom der männlichen Brust [C50.-];8500/3 Karzinom der männlichen Brust [C50.-];929
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8500/3_E0I;8500/3 Basal-ähnliches Mammakarzinom [C50.-];8500/3 Basal-ähnliches Mammakarzinom [C50.-];923
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8500/3_G3D;8500/3 Duktales Adenokarzinom o.n.A.;8500/3 Duktales Adenokarzinom o.n.A.;924
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8500/3_J1V;8500/3 Invasives Mammakarzinom, unspezifischer Typ [C50.-];8500/3 Invasives Mammakarzinom, unspezifischer Typ [C50.-];928
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8500/3_JoG;8500/3 Adenokarzinom vom Brustdrüsentyp;8500/3 Adenokarzinom vom Brustdrüsentyp;922
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8500/3_Jvs;8500/3 Duktalzell-Karzinom;8500/3 Duktalzell-Karzinom;926
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8500/3_TGM;8500/3 Invasives duktales Karzinom o.n.A. [C50.-];8500/3 Invasives duktales Karzinom o.n.A. [C50.-];920
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8500/3_ts9;8500/3 Adenokarzinom der Brustdrüsen-ähnlichen Anogenitaldrüsen;8500/3 Adenokarzinom der Brustdrüsen-ähnlichen Anogenitaldrüsen;921
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8501/2_/j/;8501/2 Duktales Carcinoma in situ vom Komedo-Typ [C50.-];8501/2 Duktales Carcinoma in situ vom Komedo-Typ [C50.-];932
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8501/2_KfI;8501/2 DCIS vom Komedo-Typ [C50.-];8501/2 DCIS vom Komedo-Typ [C50.-];931
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8501/2_lO4;8501/2 Nichtinvasives Komedokarzinom [C50.-];8501/2 Nichtinvasives Komedokarzinom [C50.-];930
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8501/3_vU2;8501/3 Komedokarzinom o.n.A. [C50.-];8501/3 Komedokarzinom o.n.A. [C50.-];933
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8502/3_+lt;8502/3 Juveniles Mammakarzinom [C50.-];8502/3 Juveniles Mammakarzinom [C50.-];935
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8502/3_xQc;8502/3 Sekretorisches Mammakarzinom [C50.-];8502/3 Sekretorisches Mammakarzinom [C50.-];934
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/0_4KX;8503/0 Intraduktales Papillom;8503/0 Intraduktales Papillom;936
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/0_bT1;8503/0 Duktales Adenom o.n.A.;8503/0 Duktales Adenom o.n.A.;937
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/0_dM8;8503/0 Intrazystische papilläre Neoplasie mit niedriggradiger intraepithelialer Neoplasie [C23.9], Intraduktale papilläre Neoplasie mit intermediärgradiger Neoplasie [C22.-] [C24.0];8503/0 Intrazystische papilläre Neoplasie mit niedriggradiger intraepithelialer Neoplasie [C23.9], Intraduktale papilläre Neoplasie mit intermediärgradiger Neoplasie [C22.-] [C24.0];943
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/0_dmq;8503/0 Intraduktale papilläre Neoplasie mit niedriggradiger intraepithelialer Neoplasie [C22.-] [C24.0];8503/0 Intraduktale papilläre Neoplasie mit niedriggradiger intraepithelialer Neoplasie [C22.-] [C24.0];939
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/0_Fpi;8503/0 Intraduktales Papillom mit atypischer duktaler Hyperplasie [C50.-];8503/0 Intraduktales Papillom mit atypischer duktaler Hyperplasie [C50.-];942
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/0_Ifj;8503/0 Intraduktale papilläre Neoplasie o.n.A.;8503/0 Intraduktale papilläre Neoplasie o.n.A.;940
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/0_Ll4;8503/0 Intrazystische papilläre Neoplasie mit niedriggradiger intraepithelialer Neoplasie [C23.9], Intraglanduläre papilläre Neoplasie mit niedriggradiger intraepithelialer Neoplasie [C22.1] [C24.0];8503/0 Intrazystische papilläre Neoplasie mit niedriggradiger intraepithelialer Neoplasie [C23.9], Intraglanduläre papilläre Neoplasie mit niedriggradiger intraepithelialer Neoplasie [C22.1] [C24.0];944
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/0_pK8;8503/0 Intrazystische papilläre Neoplasie mit niedriggradiger intraepithelialer Neoplasie [C23.9], Intrazystische papilläre Neoplasie mit intermediärgradiger intraepithelialer Neoplasie [C23.9];8503/0 Intrazystische papilläre Neoplasie mit niedriggradiger intraepithelialer Neoplasie [C23.9], Intrazystische papilläre Neoplasie mit intermediärgradiger intraepithelialer Neoplasie [C23.9];945
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/0_xRB;8503/0 Intraduktale tubulopapilläre Neoplasie, niedriggradig;8503/0 Intraduktale tubulopapilläre Neoplasie, niedriggradig;941
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/0_zXi;8503/0 Duktales Papillom;8503/0 Duktales Papillom;938
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/2_2jX;8503/2 Intraduktale papilläre Neoplasie mit hochgradiger intraepithelialer Neoplasie, Intrazystischer papillärer Tumor mit hochgradiger intraepithelialer Neoplasie [C23.9];8503/2 Intraduktale papilläre Neoplasie mit hochgradiger intraepithelialer Neoplasie, Intrazystischer papillärer Tumor mit hochgradiger intraepithelialer Neoplasie [C23.9];954
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/2_3Fq;8503/2 Duktales papilläres Carcinoma in situ [C50.-];8503/2 Duktales papilläres Carcinoma in situ [C50.-];947
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/2_8G6;8503/2 Intraduktale papilläre Neoplasie mit hochgradiger intraepithelialer Neoplasie, Intraduktaler papillärer Tumor mit hochgradiger intraepithelialer Neoplasie;8503/2 Intraduktale papilläre Neoplasie mit hochgradiger intraepithelialer Neoplasie, Intraduktaler papillärer Tumor mit hochgradiger intraepithelialer Neoplasie;951
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/2_B4f;8503/2 Intraduktales papilläres Adenokarzinom o.n.A. [C50.-];8503/2 Intraduktales papilläres Adenokarzinom o.n.A. [C50.-];956
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/2_HvO;8503/2 Intraduktale papilläre Neoplasie mit hochgradiger intraepithelialer Neoplasie, Intrazystische papilläre Neoplasie mit hochgradiger intraepithelialer Neoplasie [C23.9];8503/2 Intraduktale papilläre Neoplasie mit hochgradiger intraepithelialer Neoplasie, Intrazystische papilläre Neoplasie mit hochgradiger intraepithelialer Neoplasie [C23.9];952
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/2_lKz;8503/2 Intraduktale papilläre Neoplasie mit hochgradiger intraepithelialer Neoplasie, Intraduktale papilläre Neoplasie mit hochgradiger Dysplasie;8503/2 Intraduktale papilläre Neoplasie mit hochgradiger intraepithelialer Neoplasie, Intraduktale papilläre Neoplasie mit hochgradiger Dysplasie;949
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/2_mOa;8503/2 Nichtinvasives intraduktales papilläres Adenokarzinom [C50.-];8503/2 Nichtinvasives intraduktales papilläres Adenokarzinom [C50.-];946
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/2_nYr;8503/2 Intraduktale papilläre Neoplasie mit hochgradiger intraepithelialer Neoplasie, Intrazystischer papillärer Tumor mit hochgradiger Dysplasie [C23.9];8503/2 Intraduktale papilläre Neoplasie mit hochgradiger intraepithelialer Neoplasie, Intrazystischer papillärer Tumor mit hochgradiger Dysplasie [C23.9];953
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/2_Pp/;8503/2 Intraduktale papilläre Neoplasie mit hochgradiger intraepithelialer Neoplasie, Intraduktaler papillärer Tumor mit hochgradiger Dysplasie;8503/2 Intraduktale papilläre Neoplasie mit hochgradiger intraepithelialer Neoplasie, Intraduktaler papillärer Tumor mit hochgradiger Dysplasie;950
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/2_qA+;8503/2 Nichtinvasives intraduktales papilläres Karzinom [C50.-];8503/2 Nichtinvasives intraduktales papilläres Karzinom [C50.-];959
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/2_Qhn;8503/2 Intraduktales papilläres Karzinom o.n.A. [C50.-];8503/2 Intraduktales papilläres Karzinom o.n.A. [C50.-];957
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/2_RSe;8503/2 Papilläres DCIS [C50.-];8503/2 Papilläres DCIS [C50.-];960
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/2_u/D;8503/2 Intraduktale tubulopapilläre Neoplasie;8503/2 Intraduktale tubulopapilläre Neoplasie;955
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/2_XnV;8503/2 Intraduktales Papillom mit DCIS [C50.-];8503/2 Intraduktales Papillom mit DCIS [C50.-];958
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/2_ZiR;8503/2 Hochgradige intraduktale tubulopapilläre Neoplasie;8503/2 Hochgradige intraduktale tubulopapilläre Neoplasie;948
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/3_Egf;8503/3 Intraduktale papilläre Neoplasie assoziiert mit invasivem Karzinom, Intrazystische papilläre Neoplasie assoziiert mit invasivem Karzinom [C23.9];8503/3 Intraduktale papilläre Neoplasie assoziiert mit invasivem Karzinom, Intrazystische papilläre Neoplasie assoziiert mit invasivem Karzinom [C23.9];962
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/3_s2O;8503/3 Invasives papilläres Adenokarzinom;8503/3 Invasives papilläres Adenokarzinom;963
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/3_whk;8503/3 Intraduktales papilläres Adenokarzinom mit Invasion [C50.-];8503/3 Intraduktales papilläres Adenokarzinom mit Invasion [C50.-];961
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8503/3_ynb;8503/3 Invasives und papilläres Adenokarzinom;8503/3 Invasives und papilläres Adenokarzinom;964
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8504/0_KoW;8504/0 Intrazystisches papilläres Adenom;8504/0 Intrazystisches papilläres Adenom;965
