Description;Standard;GUID;Revision;Description3;Revision6;Code;ShortDescription;Description7;Position
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C25.4 _IIw;C25.4 Endokriner Drüsenanteil des Pankreas;C25.4 Endokriner Drüsenanteil des Pankreas;571
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C25.7 _K37;C25.7 Sonstige näher bezeichnete Teile des Pankreas;C25.7 Sonstige näher bezeichnete Teile des Pankreas;575
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C25.8 _1RQ;C25.8 Pankreas, mehrere Teilbereiche überlappend;C25.8 Pankreas, mehrere Teilbereiche überlappend;577
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C25.9 _yde;C25.9 Pankreas o.n.A.;C25.9 Pankreas o.n.A.;579
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C26 So_utT;C26 Sonstiger oder mangelhaft bezeichneter Sitz innerhalb der Verdauungsorgane;C26 Sonstiger oder mangelhaft bezeichneter Sitz innerhalb der Verdauungsorgane;581
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C26.0 _/O8;C26.0 Darm o.n.A.;C26.0 Darm o.n.A.;585
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C26.0 _Ymz;C26.0 Intestinaltrakt o.n.A.;C26.0 Intestinaltrakt o.n.A.;583
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C26.0 _zYO;C26.0 Intestinum o.n.A.;C26.0 Intestinum o.n.A.;586
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C26.8 _1tX;C26.8 Verdauungssystem, mehrere Bereiche überlappend;C26.8 Verdauungssystem, mehrere Bereiche überlappend;589
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C26.9 _EnR;C26.9 Verdauungsorgane o.n.A.;C26.9 Verdauungsorgane o.n.A.;593
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C26.9 _jQk;C26.9 Gastrointestinaltrakt o.n.A.;C26.9 Gastrointestinaltrakt o.n.A.;591
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C30 Na_yoG;C30 Nasenhöhle und Mittelohr;C30 Nasenhöhle und Mittelohr;595
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C30.0 _/ga;C30.0 Nasenscheidewand o.n.A. (Exkl.: Hinterrand des Nasenseptums [C11.3]);C30.0 Nasenscheidewand o.n.A. (Exkl.: Hinterrand des Nasenseptums [C11.3]);603
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C30.0 _407;C30.0 Nasenlöcher, Nares;C30.0 Nasenlöcher, Nares;601
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C30.0 _bif;C30.0 Nasenschleimhaut;C30.0 Nasenschleimhaut;604
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C30.0 _dG8;C30.0 Nasenvorhof;C30.0 Nasenvorhof;605
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C30.0 _DLS;C30.0 Nasenmuscheln;C30.0 Nasenmuscheln;602
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C30.0 _H9p;C30.0 Nasenhöhle;C30.0 Nasenhöhle;597
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C30.0 _PdO;C30.0 Nasenknorpel;C30.0 Nasenknorpel;600
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C30.0 _u+l;C30.0 Innere Nase;C30.0 Innere Nase;599
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C30.1 _+Od;C30.1 Mittelohr;C30.1 Mittelohr;613
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C30.1 _3Qw;C30.1 Antrum mastoideum;C30.1 Antrum mastoideum;615
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C30.1 _AgH;C30.1 Innenohr;C30.1 Innenohr;617
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C30.1 _qS1;C30.1 Paukenhöhle;C30.1 Paukenhöhle;618
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C30.1 _rLh;C30.1 Eustachische Röhre;C30.1 Eustachische Röhre;616
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C30.1 _Zgn;C30.1 Tuba auditiva;C30.1 Tuba auditiva;619
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C31 Na_gT+;C31 Nasennebenhöhlen;C31 Nasennebenhöhlen;625
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C31.0 _pDJ;C31.0 Sinus maxillaris;C31.0 Sinus maxillaris;627
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C31.0 _Vi6;C31.0 Highmore-Höhle;C31.0 Highmore-Höhle;629
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C31.0 _W5W;C31.0 Kieferhöhle o.n.A;C31.0 Kieferhöhle o.n.A;630
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C31.1 _gmD;C31.1 Labyrinthus ethmoidalis;C31.1 Labyrinthus ethmoidalis;635
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C31.1 _RE4;C31.1 Sinus ethmoidalis;C31.1 Sinus ethmoidalis;633
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C31.1 _ReE;C31.1 Siebbeinzellen, Cellulae ethmoidales;C31.1 Siebbeinzellen, Cellulae ethmoidales;636
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C31.2 _8/5;C31.2 Sinus frontalis;C31.2 Sinus frontalis;639
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C31.2 _D6x;C31.2 Stirnhöhle;C31.2 Stirnhöhle;641
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C31.3 _43Q;C31.3 Sinus sphenoidalis;C31.3 Sinus sphenoidalis;643
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C31.3 _r6S;C31.3 Keilbeinhöhle;C31.3 Keilbeinhöhle;645
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C31.8 _pBC;C31.8 Nasennebenhöhlen, mehrere Teilbereiche überlappend;C31.8 Nasennebenhöhlen, mehrere Teilbereiche überlappend;647
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C31.9 _ABG;C31.9 Sinus paranasalis;C31.9 Sinus paranasalis;652
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C31.9 _AV9;C31.9 Nasennebenhöhlen o.n.A.;C31.9 Nasennebenhöhlen o.n.A.;649
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C31.9 _fWs;C31.9 Nasennebenhöhle;C31.9 Nasennebenhöhle;651
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C32 Larynx;C32 Larynx;C32 Larynx;655
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C32.0 _0me;C32.0 Larynx-Kommissur;C32.0 Larynx-Kommissur;659
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C32.0 _4+F;C32.0 Glottis;C32.0 Glottis;657
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C32.0 _aKr;C32.0 Stimmband o.n.A., Stimmband;C32.0 Stimmband o.n.A., Stimmband;661
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C32.0 _nKi;C32.0 Ventriculus laryngis;C32.0 Ventriculus laryngis;662
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C32.0 _wc7;C32.0 Stimmband o.n.A., Plica vocalis;C32.0 Stimmband o.n.A., Plica vocalis;660
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C32.1 _apR;C32.1 Vestibulum laryngis;C32.1 Vestibulum laryngis;674
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C32.1 _eLl;C32.1 Hinterfläche der Epiglottis;C32.1 Hinterfläche der Epiglottis;670
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C32.1 _GpE;C32.1 Supraglottis;C32.1 Supraglottis;667
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C32.1 _o4e;C32.1 Laryngeale Seite der Plica aryepiglottica;C32.1 Laryngeale Seite der Plica aryepiglottica;671
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C32.1 _QF1;C32.1 Plica vestibularis, Taschenband;C32.1 Plica vestibularis, Taschenband;672
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C32.1 _QZg;C32.1 Plica vestibularis, Taschenfalte;C32.1 Plica vestibularis, Taschenfalte;673
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C32.1 _xnV;C32.1 Epiglottis o.n.A. (Exkl.: Vorderfläche der Epiglottis [Kehldeckel] [C10.1]);C32.1 Epiglottis o.n.A. (Exkl.: Vorderfläche der Epiglottis [Kehldeckel] [C10.1]);669
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C32.2 _AgZ;C32.2 Subglottis;C32.2 Subglottis;681
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C32.3 _6Px;C32.3 Ringknorpel, Cartilago cricoidea;C32.3 Ringknorpel, Cartilago cricoidea;687
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C32.3 _CZu;C32.3 Cartilago cuneiformis;C32.3 Cartilago cuneiformis;686
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C32.3 _MaD;C32.3 Larynxknorpel;C32.3 Larynxknorpel;683
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C32.3 _NCP;C32.3 Cartilago arytaenoidea;C32.3 Cartilago arytaenoidea;685
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C32.3 _qHC;C32.3 Schildknorpel, Cartilago thyroidea;C32.3 Schildknorpel, Cartilago thyroidea;688
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C32.8 _aVZ;C32.8 Larynx, mehrere Teilbereiche überlappend;C32.8 Larynx, mehrere Teilbereiche überlappend;693
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C32.9 _v6N;C32.9 Kehlkopf o.n.A.;C32.9 Kehlkopf o.n.A.;695
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C33 Tr_Z8d;C33 Trachea;C33 Trachea;697
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C33.9 _N4i;C33.9 Trachea;C33.9 Trachea;699
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C34 Br_uB7;C34 Bronchus und Lunge;C34 Bronchus und Lunge;701
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C34.0 _7fq;C34.0 Lungenhilus;C34.0 Lungenhilus;706
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C34.0 _ju5;C34.0 Hauptbronchus;C34.0 Hauptbronchus;703
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C34.0 _kbJ;C34.0 Carina;C34.0 Carina;705
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C34.1 _7NB;C34.1 Lingula;C34.1 Lingula;711
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C34.1 _jlT;C34.1 Lungenoberlappen;C34.1 Lungenoberlappen;709
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C34.1 _wu1;C34.1 Oberlappenbronchus;C34.1 Oberlappenbronchus;712
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C34.2 _68K;C34.2 Lungenmittellappen;C34.2 Lungenmittellappen;715
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C34.2 _rBH;C34.2 Mittellappenbronchus;C34.2 Mittellappenbronchus;717
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C34.3 _gBl;C34.3 Lungenunterlappen;C34.3 Lungenunterlappen;719
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C34.3 _ux6;C34.3 Unterlappenbronchus;C34.3 Unterlappenbronchus;721
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C34.8 _qhH;C34.8 Lunge, mehrere Teilbereiche überlappend;C34.8 Lunge, mehrere Teilbereiche überlappend;723
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C34.9 _44o;C34.9 Bronchiogen;C34.9 Bronchiogen;729
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C34.9 _69W;C34.9 Pulmonal o.n.A.;C34.9 Pulmonal o.n.A.;731
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C34.9 _ajD;C34.9 Bronchial o.n.A.;C34.9 Bronchial o.n.A.;727
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C34.9 _kvb;C34.9 Lunge o.n.A.;C34.9 Lunge o.n.A.;725
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C34.9 _oX5;C34.9 Bronchien o.n.A.;C34.9 Bronchien o.n.A.;728
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C34.9 _wfY;C34.9 Bronchiolen;C34.9 Bronchiolen;730
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C37 Thymus;C37 Thymus;C37 Thymus;737
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C37.9 _2zs;C37.9 Thymus;C37.9 Thymus;739
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C38 He_QzY;C38 Herz, Mediastinum und Pleura;C38 Herz, Mediastinum und Pleura;741
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C38.0 _6UN;C38.0 Perikard;C38.0 Perikard;750
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C38.0 _Sd0;C38.0 Endokard;C38.0 Endokard;745
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C38.0 _UYp;C38.0 Myokard;C38.0 Myokard;749
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C38.0 _vaR;C38.0 Herzvorhof;C38.0 Herzvorhof;748
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C38.0 _Vwg;C38.0 Herzkammer;C38.0 Herzkammer;747
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C38.0 _wYv;C38.0 Epikard;C38.0 Epikard;746
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C38.0 Herz;C38.0 Herz;C38.0 Herz;743
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C38.1 _yc8;C38.1 Vorderes Mediastinum;C38.1 Vorderes Mediastinum;757
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C38.2 _xcl;C38.2 Hinteres Mediastinum;C38.2 Hinteres Mediastinum;760
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C38.3 _WE1;C38.3 Mediastinum o.n.A.;C38.3 Mediastinum o.n.A.;762
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C38.4 _gIE;C38.4 Pleura parietalis;C38.4 Pleura parietalis;766
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C38.4 _HOX;C38.4 Pleura o.n.A.;C38.4 Pleura o.n.A.;764
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C38.4 _Nfb;C38.4 Pleura visceralis;C38.4 Pleura visceralis;767
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C38.8 _T2L;C38.8 Herz, Mediastinum und Pleura, mehrere Teilbereiche überlappend;C38.8 Herz, Mediastinum und Pleura, mehrere Teilbereiche überlappend;770
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C39 So_6ia;C39 Sonstiger oder mangelhaft bezeichneter Sitz innerhalb der Atemwege [Respirationstrakt] und intrathorakaler Organe;C39 Sonstiger oder mangelhaft bezeichneter Sitz innerhalb der Atemwege [Respirationstrakt] und intrathorakaler Organe;772
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C39.0 _KZn;C39.0 Oberer Respirationstrakt o.n.A.;C39.0 Oberer Respirationstrakt o.n.A.;776
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C39.0 _RrV;C39.0 Obere Atemwege o.n.A.;C39.0 Obere Atemwege o.n.A.;774
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C39.8 _7Mx;C39.8 Atemwege [Respirationstrakt] und intrathorakale Organe, mehrere Bereiche überlappend;C39.8 Atemwege [Respirationstrakt] und intrathorakale Organe, mehrere Bereiche überlappend;778
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C39.9 _oe2;C39.9 Mangelhaft bezeichneter Sitz innerhalb der Atmungsorgane;C39.9 Mangelhaft bezeichneter Sitz innerhalb der Atmungsorgane;780
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C39.9 _XKY;C39.9 Respirationstrakt o.n.A.;C39.9 Respirationstrakt o.n.A.;782
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C40 Kn_+TG;C40 Knochen, Gelenke und Gelenkknorpel der Extremitäten;C40 Knochen, Gelenke und Gelenkknorpel der Extremitäten;785
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C40.0 _0xl;C40.0 Armknochen;C40.0 Armknochen;790
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C40.0 _6Fw;C40.0 Skapula;C40.0 Skapula;798
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C40.0 _alY;C40.0 Knochen des Unterarmes;C40.0 Knochen des Unterarmes;794
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C40.0 _gQR;C40.0 Schultergürtel;C40.0 Schultergürtel;797
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C40.0 _HUG;C40.0 Radius;C40.0 Radius;795
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C40.0 _KU0;C40.0 Ellbogengelenk;C40.0 Ellbogengelenk;791
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C40.0 _lHY;C40.0 Knochen der Schulter;C40.0 Knochen der Schulter;793
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C40.0 _lwL;C40.0 Lange Knochen von Arm und Schulter und zugehörige Gelenke;C40.0 Lange Knochen von Arm und Schulter und zugehörige Gelenke;787
